"short_name","preferred_foot","age","height_cm","pace","shooting","passing","dribbling","defending","weight_kg","wage_eur","team_jersey_number","league_name"
"C. Akono","Left",20,190.15511715887007,68,63,50,62,28,78.23740155810121,4000,30,"German 1. Bundesliga"
"Daniel Rebollo","Right",20,187.13476332698394,,,,,,77.86404052541239,2000,30,"Spain Primera Division"
"Baena","Right",19,172.88923735773173,79,53,60,64,27,67.81674092239925,3000,29,"Spain Primera Division"
"E. Guessand","Right",19,184.9392772031797,66,62,51,60,21,78.58838322374832,4000,35,"French Ligue 1"
"João Virgínia","Left",20,191.30391152719886,,,,,,82.9895689069406,6000,31,"English Premier League"
"W. Geubbels","Right",18,184.50813325613146,82,62,53,63,26,72.17002318277078,4000,13,"French Ligue 1"
"J. Ponceau","Right",19,170.449280542598,73,53,60,65,43,59.853048206721475,3000,37,"French Ligue 1"
"A. Trouillet","Left",19,174.6328169756549,64,48,63,69,57,64.55021637153519,4000,27,"French Ligue 1"
"C. Vidal","Right",20,181.0764619993454,50,32,41,44,67,75.308523454563,4000,27,"French Ligue 1"
"F. Valietti","Right",21,185.34377700342438,70,35,48,60,61,76.5988991333504,2000,3,"Italian Serie A"
"P. Bonet","Right",17,192.99598333223562,,,,,,93.96168483123164,500,30,"French Ligue 1"
"N. Ennis","Right",21,180.12641950351323,81,63,48,67,38,79.95231874550291,11000,33,"English Premier League"
"F. Brignani","Right",22,182.2444546730309,59,30,35,46,67,74.68914997447423,5000,44,"Italian Serie A"
"A. Buongiorno","Left",21,190.77824089385507,59,43,52,54,62,80.3555640784633,5000,99,"Italian Serie A"
"Zubimendi","Right",21,181.29467884791057,61,54,62,60,51,73.84680739452321,4000,27,"Spain Primera Division"
"I. Lihadji","Left",18,177.16884424933485,75,57,57,70,23,69.85439642206073,3000,19,"French Ligue 1"
"S. Ingelsson","Left",22,189.25588896125794,75,54,63,65,55,83.46331327298633,3000,73,"Italian Serie A"
"A. Whiteman","Right",21,188.5578848392685,,,,,,83.80655976673182,7000,41,"English Premier League"
"Tachi","Right",22,184.16860567569282,58,29,42,46,64,82.0637640305825,4000,27,"Spain Primera Division"
"K. Nwakali","Right",22,181.2374503052324,70,62,60,72,42,75.61467816762303,4000,26,"Spain Primera Division"
"K. Bennetts","Left",21,183.258063601101,75,59,58,68,41,72.94680317359261,5000,37,"German 1. Bundesliga"
"N. Díaz","Left",21,178.3691597501472,67,25,48,60,62,74.30630140124666,2000,4,"Mexican Liga MX"
"K. Agudelo","Left",21,178.1487368005238,69,58,61,69,50,70.44364948287226,6000,10,"Italian Serie A"
"G. Rutter","Left",18,181.6572801469651,68,63,54,65,23,69.80622954280604,4000,35,"French Ligue 1"
"E. Colley","Right",20,181.8431281083931,69,66,46,63,21,74.91620402934204,8000,90,"Italian Serie A"
"Lucas Felippe","Left",20,177.56469120729324,63,53,64,65,58,70.01953732921466,4000,18,"Italian Serie A"
"K. Bryan","Left",23,184.60521418572333,59,51,57,61,61,71.69938536588882,5000,29,"English Premier League"
"N. Rehnen","Right",23,191.4137025773776,,,,,,81.98187554052538,3000,33,"German 1. Bundesliga"
"E. Torres","Left",22,165.4588986044481,81,56,60,67,26,55.38162975738744,8000,49,"Mexican Liga MX"
"Dani Cárdenas","Right",23,185.77409736201508,,,,,,80.04681958835374,3000,34,"Spain Primera Division"
"Pepe Mena","Right",22,175.31848753819827,55,51,61,59,62,64.20550047556702,4000,32,"Spain Primera Division"
"E. Ebosse","Left",21,184.94107461998962,68,35,51,60,59,75.3478537935252,3000,6,"French Ligue 1"
"F. Dahmen","Right",22,185.6489227488513,,,,,,80.28287162979727,3000,37,"German 1. Bundesliga"
"Iñaki Álvarez","Right",23,181.5351107001934,,,,,,76.49703636749999,4000,31,"Spain Primera Division"
"Alfredo","Right",22,168.54942714954086,77,57,58,64,25,58.69349834419681,4000,29,"Spain Primera Division"
"F. Arce","Right",23,184.40918777414257,62,53,59,61,59,78.11677423337296,2000,8,"Mexican Liga MX"
"J. Ramos","Left",23,178.8202814035351,64,35,50,64,59,71.69915831037625,6000,3,"Italian Serie A"
"S. Perisan","Right",22,192.09852719037892,,,,,,83.17450237619323,2000,27,"Italian Serie A"
"S. Hughes","Right",23,187.36527799446756,54,33,44,45,63,79.66231982067093,11000,30,"English Premier League"
"Víctor López","Right",23,178.48789132056316,69,55,59,66,56,71.44009532302474,4000,33,"Spain Primera Division"
"M. Villa","Right",23,184.3116405920806,62,29,43,53,65,74.65016604639263,5000,29,"Spain Primera Division"
"Fran Navarro","Right",22,179.47005093930753,61,66,49,61,39,70.77385694917592,6000,29,"Spain Primera Division"
"Paulino","Left",23,180.98010334589057,66,55,62,67,32,75.11124689902093,4000,32,"Spain Primera Division"
"Miguel Baeza","Left",20,176.73883829811226,64,53,68,63,35,67.09030010842903,3000,27,"Spain Primera Division"
"A. Dini","Right",24,183.61763378425533,,,,,,74.52359027370869,4000,37,"Italian Serie A"
"C. Özkan","Right",20,181.58132529853637,71,42,57,61,60,69.96282617963232,3000,31,"German 1. Bundesliga"
"Sergio Gónzalez","Right",23,184.17631778844475,57,28,43,41,65,76.81978232158465,4000,23,"Spain Primera Division"
"J. Krasso","Left",22,186.81314702929456,66,63,59,63,19,89.98797136410683,6000,14,"French Ligue 1"
"Unai Etxebarría","Left",23,188.20643849302888,,,,,,78.33698035705069,3000,29,"Spain Primera Division"
"M. Seck","Left",24,176.18982062582901,67,47,57,57,61,71.52575270845367,7000,60,"Italian Serie A"
"O. Käuper","Left",23,187.0937388101314,58,57,61,64,57,77.10883987448386,5000,46,"German 1. Bundesliga"
"Endika","Left",23,177.48423015691,66,36,51,56,59,67.93970955197177,5000,26,"Spain Primera Division"
"P. Owusu","Left",23,190.84940669782506,73,61,44,54,36,87.24478239905217,5000,39,"German 1. Bundesliga"
"R. Prieto","Right",23,169.8589062375132,79,58,61,67,34,60.92970306206962,5000,22,"Mexican Liga MX"
"T. Becker","Right",23,185.93084208465726,63,39,50,49,63,80.89423279680864,4000,31,"German 1. Bundesliga"
"Y. Maziz","Right",22,175.21734914044634,67,54,67,66,30,64.51215467617426,3000,22,"French Ligue 1"
"J. Castillo","Right",25,187.27066987098513,,,,,,83.36788488574501,2000,70,"Mexican Liga MX"
"A. Deiola","Right",24,188.5802798345287,61,63,60,60,60,84.65784596036336,5000,45,"Italian Serie A"
"N. Sosa","Right",24,176.72907889180598,55,67,45,61,25,65.85182026441282,5000,19,"Mexican Liga MX"
"G. Moreno","Right",26,177.22841439899165,67,53,64,64,62,65.52151348172906,3000,13,"Mexican Liga MX"
"E. Lanini","Right",26,185.93059819484822,66,65,49,64,22,74.75489248846647,7000,29,"Italian Serie A"
"C. Rosel","Right",24,161.64328992917896,80,48,59,66,55,65.26268203873968,3000,29,"Mexican Liga MX"
"S. Ormeño","Right",26,186.11182898059116,54,69,45,57,28,81.41986676533224,2000,14,"Mexican Liga MX"
"D. González","Left",24,183.20485386423712,73,43,57,58,60,69.49478538411358,3000,27,"Mexican Liga MX"
"J. González","Right",29,182.2090723511627,,,,,,82.65717248761908,2000,20,"Mexican Liga MX"
"L. Del Pinto","Right",30,179.74664624157194,44,48,60,63,58,78.4069759842093,4000,4,"Italian Serie A"
"M. Balda","Right",28,172.8417803647265,78,71,62,69,44,66.66750461873143,5000,23,"Mexican Liga MX"
"P. Nebel","Left",17,169.23624214618232,71,59,56,70,27,65.90576683798979,1000,26,"German 1. Bundesliga"
"S. Giménez","Left",19,181.76282937490518,62,63,52,55,33,68.82336860447099,6000,29,"Mexican Liga MX"
"K. Ruiz-Atil","Right",17,172.83752301703385,68,55,63,71,44,59.79164794740577,1000,36,"French Ligue 1"
"F. Jörgensen","Right",18,188.99934499110444,,,,,,76.57903970837567,500,30,"Spain Primera Division"
"S. Bajic","Right",18,190.63903382815155,,,,,,83.50498595410787,500,1,"French Ligue 1"
"Pedro Brazão","Left",17,171.70789576690325,75,54,54,73,37,62.4261423169698,1000,33,"French Ligue 1"
"C. Huerta","Right",19,171.1006268569868,65,64,60,60,37,67.40079385894808,2000,1,"Mexican Liga MX"
"R. Piccoli","Right",19,182.82134141638304,52,63,47,57,34,77.59525247511043,5000,18,"Italian Serie A"
"B. Fadiga","Right",19,175.0861327481361,67,41,57,65,58,64.80984541831455,5000,33,"French Ligue 1"
"L. Kasten","Right",19,187.34734404166588,,,,,,87.5042454705981,2000,35,"German 1. Bundesliga"
"T. Lemperle","Right",18,186.94169576882112,67,59,56,66,31,79.87756563009474,2000,25,"German 1. Bundesliga"
"Famana Quizera","Right",18,169.81629219709853,64,55,60,71,38,64.85242085643581,2000,27,"German 1. Bundesliga"
"A. Moueffek","Right",19,178.74458184296265,69,43,60,68,63,74.51180164871396,3000,34,"French Ligue 1"
"Arribas","Left",18,172.6603652334673,68,46,55,71,33,66.26256727112799,7000,30,"Spain Primera Division"
"J. Rivas","Right",17,171.33835795365482,68,32,42,56,62,62.23761900211258,500,19,"Mexican Liga MX"
"M. Thiaw","Right",18,191.0158884443141,62,43,49,46,62,79.642196310981,1000,33,"German 1. Bundesliga"
"B. Johnson","Right",20,180.0594320517286,71,32,50,60,58,69.88603017176956,4000,31,"English Premier League"
"N. Djouahra","Right",20,171.12461965624843,67,56,61,69,30,67.17211393324052,4000,31,"Spain Primera Division"
"H. Nicolussi Caviglia","Right",20,179.51917078672116,65,51,61,62,53,69.93266150641554,8000,41,"Italian Serie A"
"L. Thomas","Left",19,177.07076537246598,72,37,49,58,58,68.2829880959741,6000,33,"English Premier League"
"O. Schönfelder","Left",19,181.06381902574884,75,57,55,62,47,73.82531810339374,3000,16,"German 1. Bundesliga"
"E. Lira","Right",20,174.79117936342055,75,55,59,63,54,65.47623156018554,2000,92,"Mexican Liga MX"
"I. Poveda","Left",20,167.33349423401395,76,53,55,66,31,63.71335436132333,11000,7,"English Premier League"
"K. Ramsay","Right",19,177.405581237788,70,33,45,60,59,65.96863229884623,4000,42,"English Premier League"
"H. Ortega","Right",20,189.55862469933012,55,31,42,47,61,76.86397109366867,3000,23,"Mexican Liga MX"
"J. Vokins","Left",20,180.39946538655127,71,45,51,63,59,70.13863791156464,6000,29,"English Premier League"
"T. Müsel","Right",20,184.57257870941655,68,61,57,66,28,75.7463626335239,5000,26,"German 1. Bundesliga"
"F. Caligara","Left",20,180.23434598300642,54,52,61,63,60,74.1938827286022,4000,12,"Italian Serie A"
"J. Krahl","Right",20,193.76406982996244,,,,,,90.09125630808686,2000,32,"German 1. Bundesliga"
"Vinicius","Right",21,188.4971360170796,,,,,,82.17413875672483,3000,45,"Italian Serie A"
"H. Mbock","Right",20,186.46480758729305,63,58,61,66,55,82.3168219977286,3000,28,"French Ligue 1"
"Tòfol Montiel","Left",20,178.16133458105415,67,58,58,68,39,64.11886619321054,6000,28,"Italian Serie A"
"S. Martínez","Right",19,175.49129805476437,61,58,60,62,42,76.59661394127801,4000,58,"Mexican Liga MX"
"M. Doucouré","Left",22,183.01391344095762,63,31,48,54,62,77.59731906832495,5000,4,"German 1. Bundesliga"
"P. Struijk","Left",20,190.46794038111068,55,34,52,54,61,79.12359445565473,10000,21,"English Premier League"
"A. Zekaj","Right",20,186.67682817819465,55,45,58,58,61,83.10146762948523,4000,38,"French Ligue 1"
"K. John","Right",19,175.50803443356475,70,42,53,61,60,67.50345261166021,6000,48,"English Premier League"
"L. Badé","Right",20,190.97879427321922,60,29,42,45,62,79.7393920753256,4000,4,"French Ligue 1"
"A. Mahmoud","Right",20,186.53712323976336,63,51,52,61,61,75.15239031044476,3000,30,"Spain Primera Division"
"C. Özkacar","Left",19,189.85754119838455,54,28,49,53,60,80.24413958330715,5000,32,"French Ligue 1"
"T. Siersleben","Left",20,187.28757383506715,65,33,47,53,63,80.43941289540993,5000,39,"German 1. Bundesliga"
"C. Herrmann","Right",20,190.06428869515008,68,62,49,55,31,82.63888338372186,6000,28,"German 1. Bundesliga"
"T. O'Connor","Left",21,179.8816232468429,66,46,59,58,57,70.08051691513393,6000,39,"English Premier League"
"F. Melegoni","Right",21,186.25489821491595,56,53,65,63,55,73.70471637030576,2000,24,"Italian Serie A"
"A. Koiki","Left",20,187.01348703650513,77,54,52,62,55,81.01850297472163,6000,42,"English Premier League"
"G. Marsh","Right",21,177.84293762595507,61,44,57,57,60,67.9858115535027,8000,43,"English Premier League"
"M. Shabani","Right",21,185.375447368034,68,53,62,65,35,69.70154317461754,9000,38,"English Premier League"
"G. Innocent","Right",20,192.25784171443325,,,,,,90.36334147146083,5000,40,"French Ligue 1"
"S. Kyei","Right",20,186.67357876311462,76,61,48,57,20,83.82577879821861,4000,34,"French Ligue 1"
"Dani Sandoval","Left",22,178.11116992099423,75,58,56,64,19,71.11532310516881,4000,31,"Spain Primera Division"
"J. Benson","Right",20,174.7298052586356,68,56,62,63,56,74.31656771449266,6000,41,"English Premier League"
"A. Ali Mohamed","Right",21,177.6156502916804,75,39,53,66,57,69.62371061147641,4000,31,"French Ligue 1"
"C. Boli","Left",21,175.3202999624465,65,53,59,67,30,64.90435846606894,5000,19,"French Ligue 1"
"Z. Ould Khaled","Right",20,195.0946486211644,56,47,56,62,61,79.42852521783293,3000,12,"French Ligue 1"
"A. Ngouyamsa","Left",19,175.70800474319327,64,37,47,59,64,75.30460680530588,1000,19,"French Ligue 1"
"A. Flips","Right",20,173.2874666682081,65,55,62,65,40,69.69643106597607,4000,35,"French Ligue 1"
"K. Jakob","Left",22,182.61696194400326,67,36,54,61,57,74.02738519223034,4000,30,"German 1. Bundesliga"
"K. Dewsbury-Hall","Left",21,177.1917030898723,57,59,60,63,58,69.85011880830412,9000,32,"English Premier League"
"R. Droehnle","Left",21,183.38963401832265,49,29,46,43,65,69.93697319448125,4000,32,"French Ligue 1"
"L. Tupta","Right",22,179.78237721518224,63,64,52,65,30,71.95683042118324,5000,29,"Italian Serie A"
"Pablo Martínez","Right",22,182.0213982731826,62,50,64,59,56,73.9519365440263,4000,26,"Spain Primera Division"
"J. Sánchez Purata","Right",22,186.8339286612834,45,48,48,51,61,77.7227761893474,6000,14,"Mexican Liga MX"
"Joan Monterde","Right",22,168.2696755721459,65,62,58,67,34,60.39398397171127,4000,28,"Spain Primera Division"
"A. Fiordaliso","Right",21,183.97482089341904,75,32,44,61,58,75.05158854294376,5000,90,"Italian Serie A"
"T. Krapikas","Right",21,193.971743291472,,,,,,85.06599752841714,3000,12,"Italian Serie A"
"L. Coccolo","Left",22,187.30344178041415,55,35,42,58,67,74.69146256720879,9000,53,"Italian Serie A"
"Echu","Left",22,172.51735448504908,75,58,58,65,23,64.8143693679167,4000,35,"Spain Primera Division"
"Julio Alonso","Right",21,171.08380314777582,70,36,48,59,60,61.906381210789554,3000,28,"Spain Primera Division"
"M. Zerkane","Left",20,185.2930213466744,61,59,54,70,18,73.15872717446815,4000,17,"French Ligue 1"
"A. Goransch","Left",21,175.7501197027282,71,33,50,64,56,72.06800335357069,4000,29,"Mexican Liga MX"
"A. Zendejas","Left",22,164.61833737005554,76,47,55,68,40,64.07964683847975,2000,21,"Mexican Liga MX"
"Darío Poveda","Right",23,185.06077909732923,52,63,52,62,24,74.80282239169411,5000,26,"Spain Primera Division"
"J. Villalba","Right",21,176.05230895403386,69,66,49,64,24,64.61459635091812,5000,20,"German 1. Bundesliga"
"S. Bastoni","Left",23,181.46795110775903,64,52,62,64,54,73.7534639437199,6000,20,"Italian Serie A"
"Juan Pérez","Right",23,186.71656388060416,,,,,,82.64027086854055,3000,25,"Spain Primera Division"
"A. Bifulco","Right",23,173.2959570732704,67,51,63,65,38,63.12009399690774,9000,50,"Italian Serie A"
"D. Barbosa","Left",23,173.03118167190044,68,37,50,60,59,70.60656929111761,2000,15,"Mexican Liga MX"
"J. Suárez","Right",23,177.95903025995526,70,54,59,64,35,75.5280287758941,2000,61,"Mexican Liga MX"
"A. López","Left",23,172.30354389506613,68,55,59,68,56,66.07836501234526,6000,23,"Mexican Liga MX"
"B. Díaz","Right",21,187.14974629875974,,,,,,83.31994103069475,2000,24,"Mexican Liga MX"
"Ander Iru","Right",21,188.4918407846037,,,,,,74.44147084515645,2000,35,"Spain Primera Division"
"Manu Molina","Right",21,175.02671951531815,65,57,57,63,33,69.6821906983225,3000,29,"Spain Primera Division"
"Sergio Carrasco","Right",21,177.66354543048752,62,55,66,65,48,69.1751647794982,3000,31,"Spain Primera Division"
"Bruno Morais","Right",22,189.45454519304045,51,38,36,46,61,83.01097736986013,4000,25,"Spain Primera Division"
"A. Guendouz","Left",24,188.70357850313297,,,,,,89.31012910311634,3000,40,"French Ligue 1"
"A. Gudiño","Right",23,183.27402272698055,,,,,,85.59184791089791,6000,30,"Mexican Liga MX"
"Alberto Rubio","Right",23,177.26898933456886,73,53,62,63,49,66.14858906964699,3000,6,"Spain Primera Division"
"T. Gomelt","Left",25,185.25208349636006,69,63,63,67,46,75.2351567571503,2000,19,"Italian Serie A"
"N. Klinger","Right",24,186.69875792337237,,,,,,83.9183881298511,4000,30,"German 1. Bundesliga"
"M. Rea","Right",22,184.47404880997217,60,27,35,38,67,80.00230325145552,2000,4,"Mexican Liga MX"
"Manu Justo","Right",24,174.36731501285584,67,59,60,62,30,77.46581049712016,4000,37,"Spain Primera Division"
"S. Sosa","Right",26,182.77152030761738,54,65,45,62,22,70.81352149089736,2000,9,"Mexican Liga MX"
"Y. Moreno","Left",25,176.8388005809302,78,62,65,71,51,69.80261639296273,4000,11,"Mexican Liga MX"
"M. Festa","Right",28,189.63065793863126,,,,,,85.14454934422169,2000,16,"Italian Serie A"
"I. Rodríguez","Right",27,185.5615090782752,,,,,,79.82233225937335,1000,30,"Mexican Liga MX"
"Ian González","Left",27,188.56117884189388,41,63,51,60,34,82.87793698810381,3000,24,"Mexican Liga MX"
"A. Escobar","Left",26,172.00901042537527,64,33,52,51,63,69.3656910951602,2000,22,"Mexican Liga MX"
"P. Gori","Right",40,189.3457928334076,,,,,,82.7620395748182,1000,22,"Italian Serie A"
"D. Ragatzu","Right",28,172.01561678593836,75,60,53,68,31,67.90273018551537,6000,26,"Italian Serie A"
"G. Gigliotti","Left",30,179.52527473988846,68,44,56,59,61,72.26202328617173,2000,29,"Italian Serie A"
"A. Berardi","Right",29,185.3441971677653,,,,,,78.33219740447446,4000,22,"Italian Serie A"
"D. Salazar","Right",28,166.5003677667404,65,64,47,54,23,68.68967770301268,2000,29,"Mexican Liga MX"
"L. Chevalier","Right",18,187.18660469321895,,,,,,77.81392083274606,500,30,"French Ligue 1"
"D. Cirkin","Left",18,182.17243746842163,63,39,44,60,61,72.42274022859246,3000,49,"English Premier League"
"J. Italiano","Right",18,176.91293074640564,74,55,56,68,28,68.02072739636655,2000,44,"German 1. Bundesliga"
"L. Matheson","Right",17,167.7534305658684,76,36,53,61,55,61.62273381407009,500,36,"English Premier League"
"T. Harwood-Bellis","Right",18,184.72308115966803,63,35,49,53,62,72.24866731178209,4000,78,"English Premier League"
"J. Gelhardt","Left",18,174.50886935226742,67,62,52,64,24,75.5918163854748,6000,37,"English Premier League"
"C. Drameh","Right",18,183.9189612262508,78,35,50,59,54,73.19650755010322,4000,39,"English Premier League"
"V. Guzmán","Right",18,180.75942094409834,67,32,40,45,63,74.95157593662813,950,34,"Mexican Liga MX"
"V. Millico","Right",19,174.3453496590298,54,55,60,67,30,67.78960441137582,4000,22,"Italian Serie A"
"L. Unbehaun","Right",19,184.62613686267582,,,,,,82.0982308328613,2000,25,"German 1. Bundesliga"
"L. Colombo","Left",18,183.2360537075465,62,63,44,57,24,81.6863483241745,3000,29,"Italian Serie A"
"I. Gruev","Left",20,189.08526492399898,54,48,61,59,56,73.86786423823547,3000,28,"German 1. Bundesliga"
"S. Jasper","Right",19,179.7678046894453,76,55,55,64,33,64.97158937253808,8000,58,"English Premier League"
"R. Richard","Right",18,181.99081745817037,70,37,48,58,57,75.29864022575123,2000,42,"French Ligue 1"
"F. D'Amico","Right",19,175.1274707398628,69,61,56,64,29,69.64832440445551,2000,32,"Italian Serie A"
"R. Calafiori","Left",18,182.53873640890305,61,31,41,62,59,78.25439356875323,2000,61,"Italian Serie A"
"F. Palmowski","Right",19,185.43549169950944,,,,,,78.40642878711547,2000,38,"German 1. Bundesliga"
"Miguel","Right",17,180.44318139088048,70,52,59,62,33,74.52865137074397,800,32,"Spain Primera Division"
"Diego Pampín","Left",20,174.64386019993543,58,33,51,55,58,70.71330972898805,2000,33,"Spain Primera Division"
"A. McCalmont","Right",20,172.89370905582626,66,49,57,66,55,75.17452955198806,9000,34,"English Premier League"
"Adrián Bernabé","Left",19,175.49555316135795,73,55,56,69,38,68.3607837623806,9000,82,"English Premier League"
"J. Rahou","Right",17,175.7057128055772,61,58,63,60,47,69.40041411596069,750,39,"French Ligue 1"
"R. Gotts","Right",20,170.37936308384369,77,51,60,64,52,69.78397909513777,10000,36,"English Premier League"
"Carreira","Right",19,170.12041487893472,62,26,46,54,60,69.82231360901294,2000,34,"Spain Primera Division"
"G. Zappa","Right",20,182.5626922679882,66,30,48,58,56,74.94117333856254,3000,25,"Italian Serie A"
"Javi Martínez","Right",20,179.5510037457325,69,59,47,65,25,73.50970774866097,4000,28,"Spain Primera Division"
"M. Dárdai","Left",18,188.2784102895371,67,32,45,46,62,76.91331668801772,2000,31,"German 1. Bundesliga"
"M. Thompson","Right",18,176.56242401965147,67,63,48,58,26,75.28131564622234,4000,33,"English Premier League"
"I. Ilić","Left",19,187.36032642226462,67,57,59,64,49,75.46424220636719,3000,14,"Italian Serie A"
"L. Ranieri","Left",21,184.9193743773408,58,34,40,61,65,73.65473434054076,5000,48,"Italian Serie A"
"C. Kelleher","Right",21,188.0133979095528,,,,,,73.90734765525325,6000,62,"English Premier League"
"S. Asta","Right",19,177.86729880663708,67,31,46,61,60,74.60615732401061,2000,26,"German 1. Bundesliga"
"A. Adouyev","Right",21,180.75905609479338,70,54,59,71,50,65.8864224234423,4000,29,"French Ligue 1"
"Y. Ammour","Left",21,181.58513310060934,77,62,46,60,24,69.69516709764434,4000,18,"French Ligue 1"
"C. Trejo","Right",20,179.29554008673153,77,61,55,60,21,69.57081197597698,2000,28,"Mexican Liga MX"
"Camilo","Right",21,178.21572380452193,67,51,61,65,55,72.3992594793319,6000,15,"French Ligue 1"
"Javi López","Left",18,183.26615495476085,69,27,44,48,59,74.9965398744867,1000,26,"Spain Primera Division"
"A. Truffert","Left",18,173.02342703880376,60,39,53,61,58,63.414922483662494,2000,31,"French Ligue 1"
"S. Onur","Left",17,173.64987317174595,64,59,54,66,29,70.19372063779429,2000,37,"German 1. Bundesliga"
"N. Tella","Right",20,170.69979484608518,79,53,52,65,31,69.829740385925,7000,23,"English Premier League"
"N. Trott","Left",21,195.67013934848808,,,,,,82.44770473869612,3000,34,"English Premier League"
"Javi Vázquez","Right",19,180.41972281894436,58,34,52,49,61,72.22706933496926,2000,33,"Spain Primera Division"
"Matis Carvalho","Right",21,187.12610554001657,,,,,,80.00791127627451,2000,30,"French Ligue 1"
"A. Kamardin","Right",18,183.06541880357204,61,29,41,43,63,77.2478633736223,2000,37,"French Ligue 1"
"J. Da Riva","Right",19,187.36626004523634,54,51,61,61,51,79.3398130779624,4000,20,"Italian Serie A"
"D. Itter","Right",21,184.3158709834718,63,36,48,58,60,73.65672018297441,4000,45,"German 1. Bundesliga"
"Alfon","Right",21,172.20993593963087,76,62,51,66,33,59.898694632429596,3000,28,"Spain Primera Division"
"S. Straudi","Right",21,175.60703084281832,70,51,56,64,50,69.46987420564817,3000,26,"German 1. Bundesliga"
"Julen Lobete","Right",19,178.113176166936,67,59,42,62,21,69.71001104333081,3000,35,"Spain Primera Division"
"Z. Muñoz","Right",19,175.06310358322946,61,57,62,60,50,67.8505994063534,4000,94,"Mexican Liga MX"
"D. Marx","Right",20,174.69343518856473,72,55,58,64,58,67.4581635630271,4000,37,"German 1. Bundesliga"
"F. Baak","Right",21,190.99168570961405,50,33,42,44,59,89.69314953400922,4000,37,"German 1. Bundesliga"
"A. Dobre","Right",21,178.37275249685933,74,51,53,66,37,71.01908605312235,2000,29,"French Ligue 1"
"N. Zanellato","Right",22,187.0260398225596,60,47,63,68,53,80.25588593063348,2000,21,"Italian Serie A"
"I. Aaneba","Right",21,178.95536615873053,58,29,51,56,62,78.03442516818735,3000,29,"French Ligue 1"
"L. Dietz","Right",23,189.61232624972013,52,37,52,56,61,78.62245590020109,4000,26,"German 1. Bundesliga"
"A. Glennon","Left",20,181.4090816877465,70,47,51,58,57,71.68129084703422,5000,45,"English Premier League"
"Y. Keitel","Right",20,186.06278232799812,58,40,60,58,58,85.31630711933084,3000,36,"German 1. Bundesliga"
"W. Omari","Right",20,185.2844230570569,60,33,46,48,61,78.18260809338443,4000,38,"French Ligue 1"
"Julio Gracia","Right",22,170.15269634193052,57,53,56,62,57,66.30706760622618,4000,29,"Spain Primera Division"
"M. Awoudja","Right",22,187.72392145584718,60,34,48,41,58,80.97787827887682,3000,17,"German 1. Bundesliga"
"P. López","Left",22,167.43369396590128,69,51,62,66,43,60.163440136486024,3000,17,"Mexican Liga MX"
"E. Ortega","Right",23,176.05069813605775,75,46,61,62,55,61.411872005260825,2000,19,"Mexican Liga MX"
"Nacho","Right",21,186.3936107760699,67,63,42,55,30,79.65165009134455,3000,29,"Spain Primera Division"
"J. Rodríguez","Left",21,176.545325373087,86,40,47,50,55,58.595525527949015,2000,16,"Mexican Liga MX"
"S. Drljača","Right",21,192.22968168982027,,,,,,86.80062913070721,4000,40,"German 1. Bundesliga"
"M. Tapias","Right",23,179.6885620087843,67,33,48,44,60,72.1245497331581,2000,4,"Mexican Liga MX"
"O. Marmoush","Right",21,177.0186691486164,68,64,47,61,26,67.93370288058001,6000,29,"German 1. Bundesliga"
"Marc Baró","Left",20,179.5773813687548,63,35,41,56,63,72.31435271198495,3000,27,"Spain Primera Division"
"A. Palumbo","Right",23,181.8422635291515,66,46,62,65,52,78.34487001583122,3000,33,"Italian Serie A"
"J. Homawoo","Left",22,189.73020252083592,52,30,40,43,61,83.99793691834078,3000,25,"French Ligue 1"
"L. Buades","Right",22,179.84767462154434,64,57,55,63,44,75.44835672748455,3000,19,"French Ligue 1"
"V. Pinson","Right",24,177.47761908989173,60,64,47,62,21,66.8456451077919,4000,31,"French Ligue 1"
"D. Iliev","Right",25,196.0977868117367,,,,,,79.627636299396,8000,39,"English Premier League"
"Isi Gómez","Right",24,171.3401164331986,54,49,62,64,51,61.2813219128763,4000,33,"Spain Primera Division"
"N. Diallo","Left",24,177.73740627049813,72,34,46,61,59,71.9171942016389,5000,37,"French Ligue 1"
"K. Magaña","Left",22,171.71449033957362,71,60,57,65,32,65.96289577085841,7000,47,"Mexican Liga MX"
"Chico","Right",25,185.8646468060067,57,64,45,60,29,91.52496685727425,2000,23,"Mexican Liga MX"
"M. Pérez","Right",27,168.8881001735133,73,60,65,68,28,62.56622486831222,2000,19,"Mexican Liga MX"
"O. Bouy","Left",27,180.48246008538294,52,58,68,63,61,78.50610112164804,13000,61,"English Premier League"
"G. Ruíz","Right",34,190.4554930993292,,,,,,77.1527061844306,2000,21,"Mexican Liga MX"
"J. Branthwaite","Left",18,192.6258535924047,54,29,38,42,59,69.72376725003548,3000,32,"English Premier League"
"T. Doyle","Right",18,172.23886056447148,58,47,62,63,51,71.67005099297717,5000,69,"English Premier League"
"Iván Martínez","Right",18,179.57040175612363,,,,,,70.09391899477964,500,32,"Spain Primera Division"
"A. Traoré","Right",18,177.01706207465145,73,59,45,61,22,74.69791617197838,2000,31,"French Ligue 1"
"H. White","Left",18,178.48639289030854,66,56,64,59,55,70.16726665431457,3000,48,"English Premier League"
"D. Redan","Right",19,176.3531102594871,75,60,48,60,22,75.7623696567571,4000,33,"German 1. Bundesliga"
"F. Balogun","Right",18,178.74592836561104,74,59,42,60,20,70.15192852692319,4000,38,"English Premier League"
